Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,실제 값,예측 값
17.61,48.31,53,400,13116,20004,939.599,0.8,0.83,5.52,0.861,0.019,1738,0,0
24.52,53.39,1300,405,12952,19397,938.685,1.83,1.9,12.6,1.964,0.044,21288,1,1
24.57,53.43,1387,416,12972,19380,938.692,1.78,1.85,12.26,1.912,0.043,23446,1,1
13.561,51.89,1176,413,12885,19436,938.753,1.84,1.91,12.65,1.973,0.045,16779,1,1
-8.126,41.42,75,400,12793,20645,937.466,2.1,2.19,14.48,2.258,0.051,1418,0,0
-8.341,48.44,48,400,13236,20165,939.698,2.55,2.65,17.52,2.732,0.062,5003,1,1
48.92,27.47,60000,13130,11218,16425,936.867,5872.04,6289.27,39941.41,6527.59,325.258,4976,0,0
25.4,53.69,956,585,12827,19488,939.055,2.2,2.28,15.13,2.359,0.053,11701,1,1
20.411,46.93,1061,559,12836,19469,938.993,2.13,2.22,14.68,2.29,0.052,12627,1,1
19.23,54.15,209,400,13144,20054,939.585,0.64,0.66,4.41,0.687,0.016,6520,1,1
16.026,52.72,1082,456,12869,19456,938.93,2.2,2.29,15.14,2.361,0.053,14342,1,1
-3.474,54.79,699,774,12741,19553,939.16,2.82,2.93,19.42,3.029,0.068,9894,1,1
13.224,51.18,1201,419,12875,19436,938.772,2.23,2.31,15.33,2.39,0.054,16657,1,1
25.81,46.1,0,400,12988,20819,937.446,2.21,2.29,15.19,2.369,0.054,3487,0,0
24.48,53.7,1415,424,12963,19376,938.745,1.88,1.95,12.93,2.016,0.046,22491,1,1
27.06,47.47,1157,401,12897,19438,938.725,1.77,1.84,12.2,1.903,0.043,17485,1,1
24.51,53.45,1212,410,12895,19441,938.773,1.51,1.57,10.39,1.62,0.037,17273,1,1
18.43,55.95,298,400,13114,19957,939.41,0.24,0.25,1.63,0.255,0.006,7913,1,1
24.41,52.91,1065,614,12808,19470,939.066,1.67,1.73,11.48,1.79,0.04,11628,1,1
27.01,47.65,1350,400,12960,19387,938.727,1.91,1.99,13.18,2.055,0.046,21988,1,1
28.7,42.08,74,400,12789,20674,937.551,2.21,2.3,15.23,2.374,0.054,991,0,0
25.75,48.85,175,437,12770,20551,937.343,1.84,1.91,12.65,1.972,0.045,2718,0,0
14.353,53.25,1138,400,12896,19443,938.773,1.48,1.54,10.19,1.589,0.036,17029,1,1
18.351,47.67,1141,401,12905,19442,938.71,1.83,1.91,12.62,1.969,0.044,18020,1,1
26.85,48.17,1283,403,12993,19406,938.831,1.85,1.92,12.74,1.986,0.045,24922,1,1
-9.256,48.43,9,400,13265,20228,939.712,2.57,2.67,17.71,2.761,0.062,5426,1,1
20.288,21.85,14263,576,12726,19057,936.858,0.87,0.9,5.98,0.933,0.021,4453,0,0
-6.635,50.21,193,400,13151,20062,939.608,0.86,0.89,5.92,0.924,0.021,6613,1,1
19.611,52.35,1141,400,12940,19453,938.697,1.79,1.86,12.3,1.917,0.043,19563,1,1
26.78,48.43,1136,400,12899,19447,938.768,1.74,1.81,11.97,1.867,0.042,17292,1,1
20.4,53.9,223,400,13144,20030,939.523,0.47,0.49,3.23,0.503,0.011,7200,1,1
26.8,40.58,0,400,13476,21346,937.398,1.97,2.05,13.57,2.117,0.048,3808,0,0
-4.844,50.63,333,400,13097,19933,939.333,0.4,0.42,2.77,0.433,0.01,8561,1,1
21.29,49.69,208,400,13149,20060,939.596,0.78,0.81,5.37,0.837,0.019,6740,1,1
27.121,49.87,1,400,13046,19948,939.771,0.35,0.37,2.43,0.379,0.009,1054,0,0
-14.406,53.59,1387,406,12975,19379,938.729,1.75,1.82,12.08,1.883,0.043,23987,1,1
24.52,53.52,1130,400,12892,19445,938.76,1.64,1.71,11.32,1.765,0.04,16733,1,1
38.62,23.57,1090,400,13126,20343,936.75,1.81,1.88,12.47,1.944,0.044,4260,0,0
-4.987,47.85,129,417,12777,20594,937.333,1.95,2.03,13.42,2.092,0.047,1995,0,0
-5.038,59.26,621,546,12865,19642,939.183,2.39,2.48,16.46,2.566,0.058,9390,1,1
-9.172,54.44,24,400,13257,20215,939.717,2.27,2.36,15.61,2.434,0.055,5329,1,1
28.52,39.84,0,400,13075,20934,937.438,1.87,1.95,12.9,2.011,0.045,3465,0,0
26.29,46.77,85,429,12773,20661,937.533,1.97,2.04,13.53,2.11,0.048,796,0,0
19.85,56.3,285,400,13127,19977,939.405,0.3,0.32,2.09,0.326,0.007,7925,1,1
-8.676,49.1,107,400,13203,20155,939.685,2.09,2.17,14.39,2.245,0.051,5968,1,1
27.06,46.72,1117,400,12993,19464,938.739,2.29,2.38,15.73,2.454,0.055,20549,1,1
8.012,51.73,1038,400,13010,19472,938.73,2.67,2.77,18.35,2.862,0.065,20685,1,1
39.61,14.1,297,5288,12174,20279,930.891,1.0,1.04,6.89,1.075,0.024,781,1,1
24.61,53.09,1191,414,12877,19437,938.79,1.99,2.07,13.7,2.137,0.048,15889,1,1
12.093,44.76,0,400,13367,21190,937.437,1.93,2.0,13.25,2.066,0.047,3680,0,0
17.82,50.82,17,400,13192,20113,939.593,0.86,0.9,5.93,0.925,0.021,2216,0,0
-16.013,47.56,1412,430,12957,19376,938.689,1.85,1.92,12.74,1.986,0.045,22231,1,1
7.57,47.44,1057,400,12998,19465,938.712,2.41,2.5,16.57,2.584,0.058,20714,1,1
26.72,48.67,1387,408,12973,19378,938.72,2.14,2.22,14.73,2.297,0.052,23474,1,1
19.768,21.52,29466,730,12642,18792,936.893,0.71,0.74,4.89,0.763,0.017,4487,0,0
20.67,53.09,207,400,13155,20064,939.609,0.52,0.54,3.56,0.556,0.013,6844,1,1
52.85,12.73,1611,400,13681,20258,936.686,0.77,0.8,5.32,0.829,0.019,5552,0,0
-18.872,53.98,1331,401,12967,19388,938.75,1.77,1.84,12.21,1.905,0.043,22496,1,1
26.78,48.33,1352,402,12968,19389,938.765,1.87,1.94,12.85,2.004,0.045,22636,1,1
27.11,47.25,1120,400,12898,19450,938.806,1.9,1.97,13.05,2.036,0.046,17069,1,1
18.46,50.93,107,400,13183,20068,939.658,1.06,1.11,7.33,1.142,0.026,2692,0,0
-6.713,55.56,198,400,13146,20061,939.605,0.63,0.65,4.31,0.672,0.015,6591,1,1
-8.764,48.35,43,400,13242,20175,939.704,1.73,1.79,11.88,1.852,0.042,5127,1,1
25.55,54.17,1274,400,12975,19408,938.727,1.45,1.51,10.01,1.561,0.035,21841,1,1
18.051,52.6,1011,588,12819,19478,939.015,2.2,2.29,15.17,2.366,0.053,12166,1,1
18.63,51.49,177,400,13153,19999,939.656,0.79,0.82,5.42,0.845,0.019,3117,0,0
22.86,52.02,873,993,12625,19521,939.149,2.21,2.3,15.22,2.373,0.054,9829,1,1
28.7,41.7,110,400,12795,20616,937.34,1.74,1.81,11.97,1.866,0.042,2203,0,0
24.48,53.46,1187,470,12857,19437,938.89,1.59,1.66,10.97,1.711,0.039,14699,1,1
31.41,31.61,650,1123,13107,19341,931.093,479.72,498.78,3300.82,515.307,11.985,257,1,1
6.923,54.29,1364,415,12984,19392,938.834,1.91,1.98,13.12,2.045,0.046,24718,1,1
18.46,55.74,289,400,13115,19969,939.444,0.28,0.29,1.91,0.299,0.007,7691,1,1
25.82,49.66,929,671,12793,19499,939.096,2.22,2.31,15.27,2.382,0.054,10592,1,1
-5.721,54.07,70,400,13247,20154,939.674,2.01,2.08,13.81,2.154,0.049,4560,1,1
26.72,48.48,1287,401,12993,19412,938.804,1.97,2.05,13.58,2.117,0.048,24496,1,1
10.752,40.37,106,463,12779,20663,937.519,2.26,2.35,15.56,2.426,0.055,705,0,0
17.41,47.22,1078,477,12861,19460,938.915,1.74,1.81,12.0,1.871,0.042,14064,1,1
26.71,48.7,1302,407,12989,19407,938.866,1.66,1.72,11.42,1.781,0.04,24975,1,1
24.69,44.08,0,400,13402,21195,937.403,2.07,2.15,14.26,2.224,0.05,3789,0,0
12.337,53.33,1122,429,12872,19446,938.817,2.16,2.25,14.9,2.323,0.052,15355,1,1
27.12,47.01,1180,475,12856,19438,938.922,2.06,2.14,14.19,2.212,0.05,14486,1,1
24.07,53.79,1117,653,12791,19448,939.08,2.13,2.21,14.64,2.282,0.052,11227,1,1
-6.646,53.03,1308,409,12956,19395,938.745,1.81,1.88,12.49,1.947,0.044,21584,1,1
13.55,46.47,97,400,13183,20073,939.647,1.09,1.13,7.51,1.171,0.026,2841,0,0
21.59,59.35,774,931,12658,19533,939.151,2.55,2.65,17.57,2.74,0.062,9725,1,1
22.3,48.48,34,400,13252,20182,939.674,2.23,2.32,15.35,2.394,0.054,4821,1,1
20.78,51.31,335,400,13091,19936,939.356,0.47,0.48,3.2,0.499,0.011,8609,1,1
24.31,51.52,701,797,12728,19562,939.17,3.22,3.34,22.15,3.454,0.078,9873,1,1
12.381,53.58,1107,400,12885,19456,938.748,1.58,1.64,10.86,1.694,0.038,16257,1,1
12.595,38.47,0,400,13436,21285,937.401,1.88,1.96,12.97,2.022,0.046,3764,0,0
-4.912,45.97,140,433,12774,20573,937.354,1.99,2.07,13.69,2.135,0.048,1980,0,0
25.72,49.6,257,450,12757,20462,937.437,1.75,1.82,12.07,1.882,0.043,3381,0,0
-16.768,18.43,60000,17350,11013,15857,936.769,9650.93,17107.91,48632.39,18826.566,7107.344,5123,0,0
48.25,14.75,688,400,13732,20506,936.662,0.65,0.67,4.47,0.697,0.016,5673,0,0
24.52,52.15,1097,635,12802,19461,939.136,2.32,2.41,15.96,2.489,0.056,11385,1,1
19.57,64.34,205,400,13184,20013,939.696,2.32,2.41,15.98,2.491,0.056,3295,1,1
24.68,35.5,90,1031,13170,19891,931.112,280.89,292.51,1931.6,302.273,7.459,178,1,1
-7.321,55.75,187,400,13159,20080,939.615,0.8,0.84,5.53,0.863,0.019,6418,1,1
13.207,39.11,0,400,13427,21379,937.404,1.5,1.56,10.31,1.608,0.036,3826,0,0
-4.438,53.52,317,400,13099,19938,939.41,0.27,0.28,1.86,0.291,0.007,8242,1,1
14.849,42.62,52,400,12824,20708,937.498,2.27,2.36,15.64,2.439,0.055,628,0,0
24.59,53.21,1400,410,12962,19378,938.729,2.29,2.37,15.73,2.453,0.055,22365,1,1
25.67,53.63,996,415,12881,19472,938.81,1.95,2.03,13.45,2.097,0.047,15061,1,1
38.59,41.69,7492,400,13019,19497,936.9,0.39,0.4,2.67,0.417,0.009,4172,0,0
24.48,53.67,1375,408,12960,19383,938.706,1.89,1.97,13.02,2.03,0.046,22250,1,1
21.45,53.24,123,400,13231,20097,939.656,1.77,1.84,12.2,1.902,0.043,4024,1,1
18.64,55.65,343,400,13077,19910,939.281,0.3,0.31,2.04,0.319,0.007,8746,1,1
26.94,46.64,1005,400,13019,19477,938.716,2.49,2.59,17.14,2.673,0.06,20662,1,1
24.4,53.03,1050,591,12812,19468,939.069,2.1,2.18,14.44,2.251,0.051,11810,1,1
-15.855,48.22,1327,400,12969,19391,938.69,1.97,2.04,13.54,2.111,0.048,22218,1,1
15.432,47.71,1176,629,12795,19437,939.046,2.21,2.29,15.18,2.367,0.053,11852,1,1
24.54,53.21,1153,463,12868,19451,938.855,1.56,1.62,10.71,1.67,0.038,14813,1,1
20.95,49.84,292,400,13115,19965,939.423,0.4,0.42,2.76,0.43,0.01,7782,1,1
-4.282,51.64,91,400,13242,20132,939.647,2.47,2.57,17.0,2.651,0.06,4386,1,1
27.64,41.01,83,429,12805,20675,937.532,2.31,2.4,15.92,2.483,0.056,594,0,0
-4.231,56.79,247,400,13137,20002,939.483,0.62,0.65,4.28,0.667,0.015,7485,1,1
18.79,55.3,222,400,13136,20045,939.599,0.46,0.48,3.15,0.492,0.011,6884,1,1
18.567,20.64,39355,806,12603,18639,936.897,1.65,1.71,11.36,1.771,0.04,4539,0,0
18.65,54.76,334,400,13100,19944,939.359,0.38,0.39,2.58,0.403,0.009,8127,1,1
24.57,53.06,1147,519,12840,19445,938.869,2.13,2.21,14.67,2.287,0.052,13673,1,1
22.12,55.05,294,400,13136,19917,939.675,1.95,2.03,13.42,2.093,0.047,3436,1,1
21.75,47.17,1,400,13158,20066,939.618,0.93,0.97,6.43,1.003,0.023,2090,0,0
-22.003,54.01,1379,404,12971,19389,938.697,2.01,2.09,13.84,2.159,0.049,23155,1,1
20.75,50.9,309,400,13108,19953,939.417,0.24,0.25,1.64,0.256,0.006,8221,1,1
-6.942,53.91,66,400,13230,20144,939.669,2.3,2.39,15.81,2.466,0.056,4734,1,1
16.51,61.13,2486,400,13350,19993,936.923,1.06,1.1,7.31,1.14,0.026,4041,0,0
14.943,42.45,205,422,12770,20530,937.418,1.72,1.79,11.85,1.847,0.042,3347,0,0
23.977,54.89,61,400,13116,19993,939.623,0.8,0.83,5.52,0.86,0.019,1823,0,0
13.987,42.66,161,400,12848,20557,937.432,1.71,1.78,11.8,1.84,0.042,3397,0,0
23.89,53.49,735,914,12663,19538,939.156,2.45,2.54,16.83,2.625,0.059,9702,1,1
18.26,57.22,336,400,13091,19921,939.336,0.2,0.21,1.36,0.212,0.005,8487,1,1
-6.529,54.84,218,400,13145,20051,939.597,0.69,0.72,4.77,0.744,0.017,6643,1,1
20.3,51.37,1195,400,12921,19431,938.709,1.8,1.87,12.41,1.935,0.044,18604,1,1
-18.65,49.07,1343,400,12983,19400,938.71,1.77,1.84,12.18,1.9,0.043,23711,1,1
26.64,48.88,1105,506,12850,19456,938.881,2.07,2.15,14.25,2.222,0.05,13688,1,1
20.63,49.41,138,400,13178,20039,939.659,0.95,0.99,6.54,1.02,0.023,3068,0,0
26.78,48.36,1076,400,12900,19456,938.77,2.1,2.18,14.43,2.25,0.051,16692,1,1
-18.702,51.94,1373,410,12959,19382,938.761,2.08,2.16,14.29,2.229,0.05,22478,1,1
18.955,49.03,1149,400,12931,19437,938.719,1.66,1.72,11.42,1.781,0.04,19690,1,1
19.516,23.15,28199,686,12669,18817,936.939,1.04,1.08,7.15,1.115,0.025,4500,0,0
24.59,53.05,1105,464,12859,19456,938.899,2.03,2.11,13.95,2.175,0.049,14332,1,1
24.75,52.59,1172,410,12885,19443,938.74,1.79,1.86,12.33,1.923,0.043,16423,1,1
26.13,46.84,129,410,12786,20592,937.363,1.64,1.7,11.29,1.761,0.04,2104,0,0
-8.598,55.92,109,400,13208,20158,939.646,1.47,1.53,10.13,1.579,0.036,6000,1,1
27.02,47.46,1350,408,12952,19386,938.686,1.82,1.89,12.51,1.951,0.044,20967,1,1
13.196,39.16,0,400,13430,21401,937.4,1.48,1.54,10.18,1.587,0.036,3825,0,0
24.68,52.81,1314,400,12954,19406,938.704,1.82,1.89,12.53,1.954,0.044,21343,1,1
24.094,44.9,32,437,12850,20761,937.612,2.17,2.26,14.95,2.332,0.053,79,0,0
13.788,41.38,182,400,13163,20962,937.034,1.77,1.84,12.18,1.899,0.043,3873,0,0
19.778,47.42,1136,517,12847,19444,938.856,1.96,2.03,13.47,2.1,0.047,13518,1,1
-4.259,56.13,311,400,13103,19947,939.383,0.28,0.29,1.95,0.304,0.007,8080,1,1
24.68,52.98,1145,406,12910,19437,938.709,1.56,1.62,10.71,1.67,0.038,18106,1,1
19.052,47.43,1017,559,12836,19484,938.991,2.06,2.14,14.19,2.212,0.05,12318,1,1
20.097,52.52,1243,422,12904,19423,938.73,1.74,1.81,11.96,1.865,0.042,18522,1,1
20.115,53.75,1195,404,12927,19426,938.674,1.62,1.68,11.13,1.736,0.039,19435,1,1
20.04,50.81,175,400,13167,20099,939.665,1.26,1.31,8.7,1.357,0.031,6153,1,1
20.683,53.11,1182,400,12918,19424,938.723,1.41,1.47,9.74,1.518,0.034,19186,1,1
18.48,55.89,281,400,13115,19983,939.49,0.51,0.53,3.49,0.543,0.012,7473,1,1
23.068,53.87,71,400,13120,19980,939.618,0.69,0.71,4.72,0.736,0.017,1939,0,0
-4.183,41.1,83,400,12789,20637,937.388,1.72,1.79,11.82,1.844,0.042,1730,0,0
12.292,53.54,1166,418,12886,19443,938.787,1.85,1.92,12.71,1.981,0.045,16196,1,1
-9.245,49.12,50,400,13243,20209,939.737,2.49,2.58,17.12,2.67,0.06,5602,1,1
24.99,50.6,1230,400,12966,19424,938.763,2.29,2.38,15.74,2.455,0.055,20436,1,1
20.313,48.84,1189,400,12919,19437,938.723,1.73,1.8,11.93,1.86,0.042,18610,1,1
-4.805,41.8,137,400,12789,20585,937.359,1.73,1.8,11.9,1.856,0.042,1960,0,0
24.33,54.12,1350,404,12961,19383,938.724,2.22,2.31,15.29,2.384,0.054,21960,1,1
-6.132,53.68,32,400,13254,20187,939.652,2.32,2.41,16.0,2.495,0.056,4615,1,1
20.691,47.6,1145,579,12816,19442,938.955,1.94,2.01,13.34,2.081,0.047,12752,1,1
26.84,48.07,1220,401,12938,19427,938.721,1.8,1.87,12.41,1.936,0.044,20237,1,1
24.16,53.61,1061,648,12801,19480,939.128,2.19,2.27,15.05,2.347,0.053,11342,1,1
24.62,53.25,1208,400,12921,19422,938.712,1.45,1.51,10.01,1.561,0.035,19188,1,1
34.56,15.67,0,400,13401,21074,930.911,0.74,0.77,5.1,0.796,0.018,1028,1,1
3.699,51.82,912,652,12800,19502,939.071,2.18,2.26,15.0,2.34,0.053,10761,1,1
19.683,52.43,1134,522,12841,19438,938.865,2.16,2.24,14.87,2.318,0.052,13545,1,1
24.58,53.17,1141,422,12875,19441,938.819,1.99,2.07,13.72,2.14,0.048,15591,1,1
23.805,47.98,57,400,13126,20002,939.599,0.56,0.58,3.87,0.604,0.014,1846,0,0
26.8,48.45,1402,406,12971,19380,938.714,1.63,1.7,11.24,1.753,0.04,23535,1,1
21.78,49.56,127,400,13195,20129,939.65,1.2,1.24,8.25,1.286,0.029,6077,1,1
18.33,57.56,370,400,13060,19903,939.249,0.41,0.43,2.86,0.445,0.01,8981,1,1
19.942,22.18,23285,639,12690,18888,936.886,0.57,0.6,3.95,0.617,0.014,4477,0,0
26.99,47.61,1094,400,12896,19464,938.76,2.05,2.13,14.11,2.2,0.05,16700,1,1
14.201,47.74,1208,477,12852,19432,938.848,1.79,1.86,12.33,1.923,0.043,14732,1,1
48.04,25.9,12695,452,12788,19156,936.896,0.81,0.84,5.58,0.87,0.02,4372,0,0
14.953,43.82,46,400,12832,20717,937.499,2.25,2.34,15.49,2.415,0.055,626,0,0
-5.188,55.86,372,400,13058,19897,939.277,0.42,0.44,2.9,0.453,0.01,8914,1,1
20.57,49.75,18,400,13260,20253,939.695,2.68,2.78,18.43,2.874,0.065,5851,1,1
26.37,50.38,1346,406,12960,19388,938.737,2.04,2.12,14.03,2.187,0.049,21966,1,1
18.79,54.78,242,400,13136,20027,939.549,0.47,0.48,3.2,0.499,0.011,7119,1,1
-21.985,48.14,1331,411,12970,19383,938.695,1.91,1.99,13.18,2.055,0.046,23179,1,1
40.59,15.02,539,36082,11341,19560,930.928,3.13,3.25,21.55,3.36,0.076,482,1,1
40.6,13.92,0,850,13174,20606,930.921,1.04,1.08,7.13,1.112,0.025,655,1,1
12.623,48.02,1157,400,12893,19440,938.748,2.04,2.12,14.01,2.185,0.049,16395,1,1
-6.153,49.72,234,400,13133,20031,939.61,0.91,0.95,6.29,0.981,0.022,6750,1,1
3.761,51.66,1343,415,12989,19397,938.813,2.22,2.31,15.27,2.382,0.054,24637,1,1
17.92,49.7,9,400,13117,20016,939.716,0.58,0.6,3.96,0.617,0.014,1491,0,0
21.49,52.72,10,400,13267,20246,939.695,2.32,2.41,15.98,2.491,0.056,5825,1,1
4.133,58.36,328,400,13104,19876,939.64,1.43,1.49,9.87,1.539,0.035,3602,1,1
-9.227,53.77,22,400,13255,20221,939.749,2.35,2.44,16.16,2.519,0.057,5383,1,1
-18.769,53.2,1413,413,12959,19382,938.735,1.88,1.95,12.93,2.017,0.046,22485,1,1
27.14,46.98,1155,505,12848,19438,938.917,2.02,2.1,13.94,2.173,0.049,13887,1,1
21.78,51.71,5,400,13268,20205,939.699,2.18,2.27,15.02,2.342,0.053,4867,1,1
26.72,47.88,975,576,12825,19485,939.062,2.09,2.17,14.38,2.242,0.051,12254,1,1
27.23,36.84,12641,9773,12061,18008,931.107,7053.18,7802.12,47352.94,8136.93,631.199,237,1,1
13.758,47.38,1111,442,12871,19460,938.854,1.87,1.95,12.89,2.011,0.045,14841,1,1
28.63,41.93,99,400,12790,20615,937.429,1.81,1.88,12.46,1.944,0.044,1716,0,0
0.749,31.61,60000,1294,12343,18210,936.842,95.5,99.22,657.26,102.492,2.315,4857,0,0
12.886,47.9,1028,604,12810,19469,939.073,1.93,2.01,13.3,2.074,0.047,11596,1,1
20.217,47.7,1176,400,12929,19436,938.684,1.83,1.9,12.58,1.962,0.044,19403,1,1
26.13,46.79,114,419,12777,20609,937.385,1.92,1.99,13.19,2.057,0.046,1686,0,0
23.92,56.97,760,691,12783,19540,939.126,2.22,2.3,15.25,2.378,0.054,10039,1,1
18.104,47.87,1136,400,12928,19448,938.724,1.85,1.93,12.76,1.989,0.045,19821,1,1
-1.863,28.53,60000,5583,11584,17082,936.881,1495.64,1553.92,10293.89,1605.21,36.255,4893,0,0
21.04,50.35,231,400,13136,20038,939.592,0.66,0.68,4.54,0.707,0.016,6975,1,1
20.04,52.97,139,400,13209,20077,939.624,1.88,1.95,12.94,2.018,0.046,4130,1,1
-3.13,55.81,795,739,12754,19538,939.126,2.53,2.63,17.42,2.716,0.061,9959,1,1
24.51,53.56,1170,400,12903,19437,938.685,1.54,1.6,10.59,1.652,0.037,17754,1,1
24.61,53.12,1136,410,12881,19444,938.773,1.91,1.98,13.12,2.046,0.046,16009,1,1
25.67,53.81,1157,400,12908,19454,938.781,1.62,1.69,11.18,1.743,0.039,17281,1,1
14.394,52.56,1090,615,12808,19456,939.077,2.12,2.2,14.58,2.274,0.051,11744,1,1
-16.314,53.98,1406,406,12961,19388,938.718,2.08,2.16,14.29,2.229,0.05,22256,1,1
15.59,55.41,11,400,13120,20007,939.621,0.66,0.68,4.53,0.706,0.016,1583,0,0
12.184,53.73,1304,401,12992,19404,938.833,1.8,1.87,12.37,1.929,0.044,24842,1,1
-9.182,53.18,50,400,13246,20211,939.707,2.42,2.52,16.69,2.602,0.059,5678,1,1
12.922,50.25,1193,419,12879,19435,938.759,1.78,1.85,12.23,1.908,0.043,16535,1,1
22.24,48.36,67,400,13251,20154,939.642,2.08,2.16,14.33,2.235,0.05,4516,1,1
26.23,51.17,1300,402,13000,19412,938.792,2.03,2.11,13.97,2.179,0.049,24665,1,1
26.877,39.54,27,400,12844,20752,937.58,1.91,1.98,13.15,2.05,0.046,286,0,0
17.184,48.06,1224,407,12926,19423,938.75,1.6,1.67,11.04,1.722,0.039,19938,1,1
20.32,51.73,198,400,13181,20021,939.692,2.26,2.35,15.55,2.425,0.055,3767,1,1
-7.434,49.01,198,400,13157,20073,939.661,0.84,0.87,5.75,0.896,0.02,6385,1,1
-9.094,46.97,86,400,12783,20649,937.512,2.13,2.22,14.68,2.29,0.052,1212,0,0
17.1,49.22,16,400,13078,19956,939.702,0.42,0.44,2.9,0.453,0.01,1262,0,0
12.042,47.43,1143,408,12873,19434,938.806,1.45,1.51,9.98,1.557,0.035,15622,1,1
22.75,55.72,847,725,12768,19509,939.128,2.31,2.4,15.88,2.476,0.056,10017,1,1
-9.276,46.18,73,400,12786,20667,937.46,1.85,1.92,12.75,1.987,0.045,1264,0,0
-2.809,54.76,891,742,12756,19506,939.127,2.35,2.44,16.18,2.524,0.057,10014,1,1
27.02,47.66,1216,401,12924,19428,938.675,1.83,1.9,12.61,1.967,0.044,19404,1,1
-8.639,53.76,46,400,13240,20175,939.674,2.27,2.36,15.65,2.441,0.055,5086,1,1
11.84,55.77,9,400,12819,19801,939.832,0.12,0.13,0.83,0.13,0.003,558,0,0
53.09,12.76,1833,400,13633,20204,936.674,0.8,0.83,5.52,0.861,0.019,5542,0,0
14.22,51.64,2,400,12841,19819,939.827,0.28,0.3,1.88,0.315,0.02,582,0,0
26.51,47.92,1071,652,12797,19464,939.065,1.99,2.07,13.73,2.14,0.048,11194,1,1
28.86,41.24,129,404,12788,20596,937.352,2.03,2.11,13.98,2.18,0.049,1970,0,0
12.349,52.91,1180,447,12867,19435,938.828,2.36,2.45,16.26,2.536,0.057,15348,1,1
26.733,53.69,0,400,13101,19975,939.712,0.4,0.41,2.75,0.429,0.01,1300,0,0
27.27,39.77,0,400,13030,20880,937.451,1.96,2.04,13.49,2.103,0.048,3473,0,0
24.51,53.3,1281,400,12948,19412,938.773,2.11,2.19,14.54,2.267,0.051,20391,1,1
24.52,53.42,1138,400,12882,19448,938.769,1.87,1.94,12.87,2.007,0.045,16194,1,1
-3.169,53.42,779,757,12755,19541,939.123,2.37,2.46,16.28,2.539,0.057,9952,1,1
24.43,53.59,1088,449,12866,19448,938.815,1.99,2.06,13.68,2.133,0.048,14939,1,1
22.35,47.94,34,400,13255,20187,939.673,2.05,2.13,14.11,2.2,0.05,4641,1,1
19.98,52.63,170,400,13208,20048,939.677,2.22,2.31,15.29,2.385,0.054,3842,1,1
27.06,47.25,1172,433,12870,19438,938.831,1.97,2.04,13.53,2.11,0.048,15384,1,1
24.61,52.94,1316,406,12989,19404,938.833,1.82,1.9,12.56,1.958,0.044,24761,1,1
24.62,53.09,1377,414,12975,19394,938.688,1.77,1.84,12.2,1.903,0.043,23323,1,1
25.02,51.28,1153,407,12905,19436,938.718,1.73,1.79,11.89,1.854,0.042,18097,1,1
26.8,48.21,1279,400,12995,19404,938.802,2.11,2.19,14.53,2.266,0.051,24619,1,1
26.43,50.25,1197,400,12930,19435,938.679,1.58,1.64,10.88,1.696,0.038,19326,1,1
24.55,53.54,1396,413,12973,19386,938.713,1.74,1.8,11.95,1.863,0.042,23567,1,1
6.822,55.31,277,400,13145,19934,939.651,1.67,1.73,11.48,1.79,0.04,3383,1,1
38.27,16.14,3041,40497,11286,18810,930.944,3.09,3.21,21.28,3.318,0.075,458,1,1
26.98,44.79,52,417,12854,20736,937.579,2.22,2.3,15.26,2.38,0.054,132,0,0
-0.358,46.96,92,405,12778,20655,937.567,2.07,2.15,14.24,2.221,0.05,917,0,0
12.02,42.58,0,400,13322,21310,937.412,1.85,1.92,12.73,1.986,0.045,3600,0,0
27.82,45.88,143,400,12785,20579,937.413,2.13,2.22,14.68,2.29,0.052,1825,0,0
19.72,53.2,157,400,13179,20111,939.695,1.34,1.39,9.22,1.438,0.032,6098,1,1
-19.258,19.06,60000,13420,11211,16292,936.805,6635.89,14188.9,27344.63,15845.986,7241.512,5179,0,0
26.15,47.7,160,437,12771,20552,937.355,1.47,1.53,10.12,1.578,0.036,2764,0,0
20.7,51.31,265,400,13133,20014,939.517,0.58,0.6,3.99,0.622,0.014,7438,1,1
29.45,40.21,74,402,12830,20695,937.534,2.01,2.09,13.84,2.158,0.049,400,0,0
11.15,56.27,16,400,12640,19699,939.806,0.17,0.27,0.9,0.295,0.098,275,0,0
-15.507,53.53,1434,426,12969,19368,938.732,1.65,1.72,11.38,1.775,0.04,23926,1,1
24.93,51.61,1339,408,12969,19396,938.744,1.84,1.91,12.67,1.976,0.045,22657,1,1
16.807,54.16,1124,400,12940,19455,938.73,1.69,1.76,11.66,1.819,0.041,19981,1,1
28.79,41.53,108,400,12794,20614,937.334,1.87,1.95,12.89,2.01,0.045,2085,0,0
27.09,47.4,1071,400,12889,19453,938.761,1.91,1.99,13.15,2.051,0.046,16706,1,1
24.48,52.92,1004,563,12830,19482,939.024,1.5,1.55,10.29,1.605,0.036,12291,1,1
51.11,22.64,23285,649,12691,18897,936.873,0.64,0.67,4.44,0.692,0.016,4466,0,0
-17.598,48.38,1480,436,12962,19357,938.698,1.89,1.97,13.02,2.031,0.046,23792,1,1
